,academic_session,available_to_erasmus_students,available_to_visiting_students,code,credits,level,remark,school,taught_wholly_by_distance_learning,title,typically_offered
1073,2017-18,,No,CLASSIC3001,60,Level 3 (SCQF level 9),,School of Humanities,,Classical Civilisation 3,Runs Throughout Semesters 1 and 2
1074,2017-18,Yes,Yes,CLASSIC4070,20,Level 4 (SCQF level 10),,School of Humanities,,Ancient Medicine,Either Semester 1 or Semester 2 (Alternate Years)
1075,2017-18,Yes,Yes,CLASSIC4071,20,Level 4 (SCQF level 10),,School of Humanities,,Ancient Technology in Context,Either Semester 1 or Semester 2 (Alternate Years)
1076,2017-18,Yes,Yes,CLASSIC4001,20,Level 4 (SCQF level 10),,School of Humanities,,Athenian Democracy: Model Or,Either Semester 1 or Semester 2 (Alternate Years)
1077,2017-18,Yes,Yes,CLASSIC4002,20,Level 4 (SCQF level 10),,School of Humanities,,Classic Travel: Topography And Scholarship In The Classical Tradition,Either Semester 1 or Semester 2 (Alternate Years)
1078,2017-18,Yes,Yes,CLASSIC4072,20,Level 4 (SCQF level 10),,School of Humanities,,Cleopatra: Life and Legend,Either Semester 1 or Semester 2
1079,2017-18,No,No,CLASSIC4055,20,Level 4 (SCQF level 10),,School of Humanities,,Core Travel for Classics (Senior Honours),Semester 1
1080,2017-18,,No,CLASSIC4047P,40,Level 4 (SCQF level 10),Classics,School of Humanities,,Dissertation,Runs Throughout Semesters 1 and 2
1081,2017-18,Yes,Yes,CLASSIC4062,20,Level 4 (SCQF level 10),,School of Humanities,,From the Gracchi to Sulla: the sources and the history 133-70 BC,Either Semester 1 or Semester 2 (Alternate Years)
1082,2017-18,Yes,Yes,CLASSIC4013,20,Level 4 (SCQF level 10),,School of Humanities,,Gender And Sexuality In Ancient Rome,Either Semester 1 or Semester 2
1083,2017-18,Yes,Yes,CLASSIC4049,20,Level 4 (SCQF level 10),,School of Humanities,,Greek Art,Either Semester 1 or Semester 2 (Alternate Years)
1084,2017-18,Yes,Yes,CLASSIC4059,20,Level 4 (SCQF level 10),,School of Humanities,,Greek Education in Late Antiquity,Either Semester 1 or Semester 2 (Alternate Years)
1085,2017-18,Yes,Yes,CLASSIC4021,20,Level 4 (SCQF level 10),,School of Humanities,,Greeks & Romans: Identity & Representation,Either Semester 1 or Semester 2 (Alternate Years)
1086,2017-18,Yes,Yes,CLASSIC4069,20,Level 4 (SCQF level 10),,School of Humanities,,Heroes of the past: an introduction to ancient biography,Either Semester 1 or Semester 2 (Alternate Years)
1087,2017-18,Yes,Yes,CLASSIC4024,20,Level 4 (SCQF level 10),,School of Humanities,,Homer And His Readers,Either Semester 1 or Semester 2 (Alternate Years)
1088,2017-18,Yes,Yes,CLASSIC4064,20,Level 4 (SCQF level 10),,School of Humanities,,How to Lead the Good Life: Greek and Roman Ethics,Either Semester 1 or Semester 2 (Alternate Years)
1089,2017-18,Yes,Yes,CLASSIC4025,20,Level 4 (SCQF level 10),,School of Humanities,,Interpreting Greek Tragedy,Either Semester 1 or Semester 2 (Alternate Years)
1090,2017-18,,Yes,CLASSIC4026,20,Level 4 (SCQF level 10),,School of Humanities,,Landscaping the Ancient Greek World,Semester 1
1091,2017-18,No,No,CLASSIC4065,20,Level 4 (SCQF level 10),,School of Humanities,,Latin in the Classroom,Full Year
1092,2017-18,Yes,Yes,CLASSIC4060,20,Level 4 (SCQF level 10),,School of Humanities,,Lyric poems and their performance in ancient Greece,Either Semester 1 or Semester 2 (Alternate Years)
1093,2017-18,,Yes,CLASSIC4057,20,Level 4 (SCQF level 10),,School of Humanities,,"Myth, Memory and Materiality in the Greek and Roman Worlds",Semester 2
1094,2017-18,Yes,Yes,CLASSIC4003,20,Level 4 (SCQF level 10),,School of Humanities,,"Myths, Fictions, And Histories Of Alexander The Great",Either Semester 1 or Semester 2 (Alternate Years)
1095,2017-18,Yes,Yes,CLASSIC4073,20,Level 4 (SCQF level 10),,School of Humanities,,Nature and the Natural World in Antiquity,Either Semester 1 or Semester 2 (Alternate Years)
1096,2017-18,Yes,Yes,CLASSIC4004,20,Level 4 (SCQF level 10),,School of Humanities,,Putting The Gods In Their Place: Low Culture And Mythological Burlesque,Either Semester 1 or Semester 2 (Alternate Years)
1097,2017-18,Yes,Yes,CLASSIC4007,20,Level 4 (SCQF level 10),,School of Humanities,,ROMAN ART,Semester 2
1098,2017-18,Yes,Yes,CLASSIC4005,20,Level 4 (SCQF level 10),,School of Humanities,,Reasons To Be Cheerful: Theorising Comedy With Aristophanes And Menander,Either Semester 1 or Semester 2 (Alternate Years)
1099,2017-18,Yes,Yes,CLASSIC4075,20,Level 4 (SCQF level 10),,School of Humanities,,Religion in Ancient Greece,Either Semester 1 or Semester 2 (Alternate Years)
1100,2017-18,Yes,Yes,CLASSIC4030,20,Level 4 (SCQF level 10),,School of Humanities,,Res Publica: Thinking About The Roman State,Either Semester 1 or Semester 2 (Alternate Years)
1101,2017-18,Yes,Yes,CLASSIC4006,20,Level 4 (SCQF level 10),,School of Humanities,,Rhetoric At Rome,Either Semester 1 or Semester 2 (Alternate Years)
1102,2017-18,,Yes,CLASSIC4033,20,Level 4 (SCQF level 10),,School of Humanities,,Roman Afterlives,Semester 1
1103,2017-18,Yes,Yes,CLASSIC4036,20,Level 4 (SCQF level 10),,School of Humanities,,Roman Poetry And The Visual Arts,Either Semester 1 or Semester 2 (Alternate Years)
1104,2017-18,,Yes,CLASSIC4038,20,Level 4 (SCQF level 10),,School of Humanities,,"Rome In Transition, 49-27 BC",Semester 2
1105,2017-18,Yes,Yes,CLASSIC4061,20,Level 4 (SCQF level 10),,School of Humanities,,Rome's Empire: Law and Power in the Provinces,Either Semester 1 or Semester 2
1106,2017-18,Yes,Yes,CLASSIC4074,20,Level 4 (SCQF level 10),,School of Humanities,,Sexual Exploitation in the Ancient World: Prostitution and Rape,Either Semester 1 or Semester 2
1107,2017-18,,Yes,CLASSIC4042,20,Level 4 (SCQF level 10),,School of Humanities,,The Classical Tradition In Scotland,Semester 2
1108,2017-18,Yes,Yes,CLASSIC4056,20,Level 4 (SCQF level 10),,School of Humanities,,"The Invention of History: Herodotus, Thucydides, Xenophon",Either Semester 1 or Semester 2 (Alternate Years)
1109,2017-18,Yes,Yes,CLASSIC4044,20,Level 4 (SCQF level 10),,School of Humanities,,The Novel In Antiquity: Impotent Heroes And Damsels In Distress,Either Semester 1 or Semester 2
1110,2017-18,Yes,Yes,CLASSIC4066,20,Level 4 (SCQF level 10),,School of Humanities,,The Poets and the Principes: Latin Epic in the Roman Empire,Either Semester 1 or Semester 2 (Alternate Years)
1111,2017-18,Yes,Yes,CLASSIC4076,20,Level 4 (SCQF level 10),,School of Humanities,,The Restless Dead: Voices from Beyond in the Ancient World,Either Semester 1 or Semester 2
1112,2017-18,,Yes,CLASSIC4045,20,Level 4 (SCQF level 10),,School of Humanities,,The Roman Historical Imagination,Semester 1
1113,2017-18,Yes,Yes,CLASSIC4067,20,Level 4 (SCQF level 10),,School of Humanities,,The Roman Republic in Imperial Imagination,Either Semester 1 or Semester 2 (Alternate Years)
1114,2017-18,Yes,Yes,CLASSIC4010,20,Level 4 (SCQF level 10),,School of Humanities,,The Roman Stage: A History Of Roman Drama From The Republic To The Empire,Semester 1 (Alternate Years)
1115,2017-18,,Yes,CLASSIC5059,20,Level 5 (SCQF level 11),,School of Humanities,,Ancient Drama,Semester 1
1116,2017-18,Yes,Yes,CLASSIC5069,20,Level 5 (SCQF level 11),,School of Humanities,,Ancient Technology in Context,Either Semester 1 or Semester 2 (Alternate Years)
1117,2017-18,No,Yes,CLASSIC5065,20,Level 5 (SCQF level 11),,School of Humanities,,Approaching the Ancient World through Material Culture,Semester 1
1118,2017-18,No,Yes,CLASSIC5066,20,Level 5 (SCQF level 11),,School of Humanities,,Approaching the Ancient World through Text,Semester 1
1119,2017-18,,Yes,CLASSIC5005,20,Level 5 (SCQF level 11),,School of Humanities,,Cicero's De Officiis In Translation,Semester 2
1120,2017-18,,Yes,CLASSIC5061,10,Level 5 (SCQF level 11),,School of Humanities,,"Decline and Fall: Organisational Failure, Ancient and Modern",Semester 2
1121,2017-18,,Yes,CLASSIC5062,20,Level 5 (SCQF level 11),,School of Humanities,,Democracy and Governance: Classical Political Thought,Semester 2
1122,2017-18,,No,CLASSIC5046P,60,Level 5 (SCQF level 11),Classics,School of Humanities,,Dissertation,Full Year
1123,2017-18,No,Yes,CLASSIC5006,20,Level 5 (SCQF level 11),,School of Humanities,,Documents And The Polis: Introducing Greek Epigraphy (Greek Language),Semester 2
1124,2017-18,No,Yes,CLASSIC5007,20,Level 5 (SCQF level 11),Translation,School of Humanities,,Documents And The Polis: Introducing Greek Epigraphy,Semester 2
1125,2017-18,,Yes,CLASSIC5063,20,Level 5 (SCQF level 11),,School of Humanities,,Explorations in the Classical Tradition,Semester 2
1126,2017-18,No,Yes,CLASSIC5008,20,Level 5 (SCQF level 11),I,School of Humanities,,Further Topic In Ancient Drama,Semester 1
1127,2017-18,No,Yes,CLASSIC5009,20,Level 5 (SCQF level 11),I,School of Humanities,,Further Topic In Ancient Drama,Semester 1
1128,2017-18,No,Yes,CLASSIC5010,20,Level 5 (SCQF level 11),II,School of Humanities,,Further Topic In Ancient Drama,Semester 2
1129,2017-18,No,Yes,CLASSIC5011,20,Level 5 (SCQF level 11),II,School of Humanities,,Further Topic In Ancient Drama,Semester 2
1130,2017-18,No,Yes,CLASSIC5012,20,Level 5 (SCQF level 11),,School of Humanities,,Further Topic In Classical Civilisation 1,Semester 1
1131,2017-18,No,Yes,CLASSIC5013,20,Level 5 (SCQF level 11),,School of Humanities,,Further Topic In Classical Civilisation 2,Semester 2
1132,2017-18,No,Yes,CLASSIC5019,20,Level 5 (SCQF level 11),,School of Humanities,,Further Topic In Reception Studies (In Translation) 1,Semester 2
1133,2017-18,,Yes,CLASSIC5021,20,Level 5 (SCQF level 11),,School of Humanities,,Greek And Roman Mime (In Translation),Semester 1
1134,2017-18,,Yes,CLASSIC5022,20,Level 5 (SCQF level 11),,School of Humanities,,Greek And Roman Mime (Latin And Greek),Semester 1
1135,2017-18,,Yes,CLASSIC5024,20,Level 5 (SCQF level 11),,School of Humanities,,Greek Comedy (In Translation),Semester 2
1136,2017-18,,Yes,CLASSIC5027,20,Level 5 (SCQF level 11),,School of Humanities,,Greek Tragedy (In Translatio,Semester 2
1137,2017-18,,Yes,CLASSIC5030,20,Level 5 (SCQF level 11),,School of Humanities,,Hellenistic Poetry In Translation,Semester 2
1138,2017-18,,Yes,CLASSIC5031,20,Level 5 (SCQF level 11),,School of Humanities,,Hunterian Collections,Semester 1
1139,2017-18,,Yes,CLASSIC5047P,20,Level 5 (SCQF level 11),Project,School of Humanities,,Hunterian Collections,Semester 2
1140,2017-18,,Yes,CLASSIC5064,20,Level 5 (SCQF level 11),,School of Humanities,,International Relations and Foreign Policy in the Ancient World: City-State and Empire,Semester 2
1141,2017-18,,Yes,CLASSIC5060,20,Level 5 (SCQF level 11),,School of Humanities,,Inventing the Clash of Civilisations: East against West from Homer to Hadrian,Semester 1
1142,2017-18,,Yes,CLASSIC5033,20,Level 5 (SCQF level 11),,School of Humanities,,Landscape And Civilisation In Latin Poetry (In Translation),Semester 2
1143,2017-18,,Yes,CLASSIC5058,10,Level 5 (SCQF level 11),,School of Humanities,,Lessons from the Greats: Leadership from Achilles to Augustus,Semester 2
1144,2017-18,No,No,CLASSIC5055P,100,Level 5 (SCQF level 11),,School of Humanities,,MRes Dissertation (Classics 100),Summer
1145,2017-18,No,No,CLASSIC5056P,120,Level 5 (SCQF level 11),,School of Humanities,,MRes Dissertation (Classics 120),Summer
1146,2017-18,No,No,CLASSIC5057P,90,Level 5 (SCQF level 11),,School of Humanities,,MRes Dissertation (Classics 90),Summer
1147,2017-18,,No,CLASSIC5034,20,Level 5 (SCQF level 11),Classics,School of Humanities,,Research Training,Runs Throughout Semesters 1 and 2
1148,2017-18,,Yes,CLASSIC5036,20,Level 5 (SCQF level 11),,School of Humanities,,Roman Drama In Performance (In Translation),Semester 1
1149,2017-18,,Yes,CLASSIC5037,20,Level 5 (SCQF level 11),,School of Humanities,,"Rome And The Mediterranean, 264-80 BC",Semester 1
1150,2017-18,,Yes,CLASSIC5040,20,Level 5 (SCQF level 11),,School of Humanities,,"Rome And The Mediterranean, 264-80",Semester 1
1151,2017-18,,Yes,CLASSIC5041,20,Level 5 (SCQF level 11),,School of Humanities,,Scaling Olympus: Classical Mythology In The Renaissance,Semester 2
1152,2017-18,,Yes,CLASSIC5042,20,Level 5 (SCQF level 11),,School of Humanities,,The Evil,Semester 2
1153,2017-18,,Yes,CLASSIC5044,20,Level 5 (SCQF level 11),,School of Humanities,,Thucydides (In Translation),Semester 2
1154,2017-18,,Yes,CLASSIC5045,20,Level 5 (SCQF level 11),,School of Humanities,,Victorian Receptions Of Classical Antiquity (In Translation),Semester 1
1155,2017-18,Yes,Yes,COMPLIT1001,20,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Comparative Literature 1A - Heroes (Heroic Men),Semester 1
1156,2017-18,Yes,Yes,COMPLIT1002,20,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Comparative Literature 1B - Heroes (Heroic Women),Semester 2
1157,2017-18,Yes,Yes,COMPLIT1011,20,Level 1 (SCQF level 7),,School of Modern Languages and Cultures,,Comparative Literature 1C: Heroism in Slavonic Cultures,Semester 2
1158,2017-18,Yes,Yes,COMPLIT2001,20,Level 2 (SCQF level 8),,School of Modern Languages and Cultures,,Comparative Literature 2A - Frontiers (Crossing Borders),Semester 1
1159,2017-18,Yes,Yes,COMPLIT2002,20,Level 2 (SCQF level 8),,School of Modern Languages and Cultures,,Comparative Literature 2B - Frontiers (Exploring Identity),Semester 2
1160,2017-18,Yes,Yes,COMPLIT2010,20,Level 2 (SCQF level 8),,School of Modern Languages and Cultures,,Comparative Literature 2C: Frontiers in Slavonic Cinema,Semester 1
1161,2017-18,Yes,Yes,COMPLIT4028,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Classic European Cinema East and West,Runs Throughout Semesters 1 and 2
1162,2017-18,No,No,COMPLIT4001P,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Comparative Literature Dissertation,Runs Throughout Semesters 1 and 2
1163,2017-18,,Yes,COMPLIT4016,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Infidelities,Runs Throughout Semesters 1 and 2
1164,2017-18,,Yes,COMPLIT4002,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Intercultural Readings,Runs Throughout Semesters 1 + 2 (Alternate Years)
1165,2017-18,,Yes,COMPLIT4026,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,"Magical Narratives: Imagination, Fantasy and the Creation of Worlds",Runs Throughout Semesters 1 and 2
1166,2017-18,Yes,Yes,COMPLIT4027,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Narrating the City: Representation of Urban Space in Literature and Film,Runs Throughout Semesters 1 and 2
1167,2017-18,,Yes,COMPLIT4025,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,"Postcolonial Literature, Thought and Visual Culture",Runs Throughout Semesters 1 and 2
1168,2017-18,,Yes,COMPLIT4017,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,The Brothers Grimm and the European Fairy Tale,Runs Throughout Semesters 1 and 2
1169,2017-18,,Yes,COMPLIT4003,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Theories Of Reading,Either Semester 1 or Semester 2 (Alternate Years)
1170,2017-18,,Yes,COMPLIT4015,20,Level 4 (SCQF level 10),,School of Modern Languages and Cultures,,Writing Subjects,Runs Throughout Semesters 1 + 2 (Alternate Years)
1171,2017-18,,Yes,COMPLIT5030,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,An Introduction to Comparative Literature,Semester 1
1172,2017-18,No,Yes,COMPLIT5031,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Comparative Literature in Practice,Semester 2
1173,2017-18,No,No,COMPLIT5032P,60,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,MLitt Comparative Literature Dissertation,Summer
1174,2017-18,,Yes,COMPLIT5033,20,Level 5 (SCQF level 11),,School of Modern Languages and Cultures,,Subtitling Film and TV,Semester 2
1175,2017-18,Yes,Yes,COMPSCI1016,20,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science - 1CT  Introduction to Computational Thinking,Semester 1
1176,2017-18,Yes,Yes,COMPSCI1001,20,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science - 1P  Programming,Runs Throughout Semesters 1 and 2
1177,2017-18,Yes,Yes,COMPSCI1017,10,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science - 1PX  Further Programming,Semester 2
1178,2017-18,Yes,Yes,COMPSCI1002,20,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science - 1Q,Runs Throughout Semesters 1 and 2
1179,2017-18,Yes,Yes,COMPSCI1018,10,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science - 1S Systems,Semester 2
1180,2017-18,No,No,COMPSCI1005,10,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science 1P (Half Course),Semester 1
1181,2017-18,No,No,COMPSCI1006,10,Level 1 (SCQF level 7),,School of Computing Science,,Computing Science 1Q (Half Course),Semester 1
1182,2017-18,Yes,Yes,COMPSCI2001,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2P:  Java Programming 2,Semester 1
1183,2017-18,Yes,Yes,COMPSCI2002,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2Q:  Computing Fundamentals 2,Semester 1
1184,2017-18,Yes,Yes,COMPSCI2003,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2R: Algorithmic Foundations 2,Semester 1
1185,2017-18,Yes,Yes,COMPSCI2005,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2T: Computer Systems 2,Semester 1
1186,2017-18,Yes,Yes,COMPSCI2021,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2U: Web Application Development 2,Semester 2
1187,2017-18,Yes,Yes,COMPSCI2007,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2X:  Algorithms & Data Structures 2,Semester 2
1188,2017-18,Yes,Yes,COMPSCI2008,10,Level 2 (SCQF level 8),,School of Computing Science,,Computing Science 2Y:  Object-Oriented Software Engineering 2,Semester 2
1189,2017-18,Yes,Yes,COMPSCI3005,10,Level 3 (SCQF level 9),,School of Computing Science,,Software Engineering M3,Semester 2
1190,2017-18,Yes,Yes,COMPSCI3004,30,Level 3 (SCQF level 9),,School of Computing Science,,Team Project 3,Runs Throughout Semesters 1 and 2
1191,2017-18,Yes,Yes,COMPSCI4002,10,Level 4 (SCQF level 10),H,School of Computing Science,,Advanced Networking and Communications,Semester 2
1192,2017-18,Yes,Yes,COMPSCI4010,10,Level 4 (SCQF level 10),H,School of Computing Science,,Advanced Programming,Semester 1
1193,2017-18,Yes,Yes,COMPSCI4071,10,Level 4 (SCQF level 10),H,School of Computing Science,,Advanced Software Engineering Practices,Runs Throughout Semesters 1 and 2
1194,2017-18,Yes,Yes,COMPSCI4009,10,Level 4 (SCQF level 10),H,School of Computing Science,,Algorithmics I,Semester 1
1195,2017-18,Yes,Yes,COMPSCI4003,10,Level 4 (SCQF level 10),H,School of Computing Science,,Algorithmics II,Semester 1
1196,2017-18,Yes,Yes,COMPSCI4004,10,Level 4 (SCQF level 10),H,School of Computing Science,,Artificial Intelligence,Semester 1
1197,2017-18,No,No,COMPSCI4064,10,Level 4 (SCQF level 10),H,School of Computing Science,,"Big Data: Systems, Programming, and Management",Semester 2
1198,2017-18,Yes,Yes,COMPSCI4007,10,Level 4 (SCQF level 10),H,School of Computing Science,,Computer Architecture,Semester 1
1199,2017-18,Yes,Yes,COMPSCI4066,10,Level 4 (SCQF level 10),H,School of Computing Science,,Computer Vision Methods and Applications,Semester 1
1200,2017-18,No,No,COMPSCI4017,10,Level 4 (SCQF level 10),H,School of Computing Science,,Computing Science In The Classroom,Runs Throughout Semesters 1 and 2
1201,2017-18,Yes,Yes,COMPSCI4062,10,Level 4 (SCQF level 10),H,School of Computing Science,,Cyber Security Fundamentals,Semester 2
1202,2017-18,Yes,Yes,COMPSCI4073,10,Level 4 (SCQF level 10),H,School of Computing Science,,Data Fundamentals,Semester 1
1203,2017-18,Yes,Yes,COMPSCI4013,10,Level 4 (SCQF level 10),H,School of Computing Science,,Database Systems,Semester 2
1204,2017-18,Yes,Yes,COMPSCI4019,10,Level 4 (SCQF level 10),H,School of Computing Science,,Distributed Algorithms and Systems,Semester 1
1205,2017-18,Yes,Yes,COMPSCI4021,10,Level 4 (SCQF level 10),H,School of Computing Science,,Functional Programming,Semester 1
1206,2017-18,Yes,Yes,COMPSCI4023,10,Level 4 (SCQF level 10),H,School of Computing Science,,Human-Computer Interaction,Semester 1
1207,2017-18,No,No,COMPSCI4024P,20,Level 4 (SCQF level 10),Combined,School of Computing Science,,Individual Project (H),Runs Throughout Semesters 1 and 2
1208,2017-18,Yes,Yes,COMPSCI4025P,40,Level 4 (SCQF level 10),Single,School of Computing Science,,Individual Project (H),Runs Throughout Semesters 1 and 2
1209,2017-18,Yes,Yes,COMPSCI4069,10,Level 4 (SCQF level 10),H,School of Computing Science,,Information Retrieval,Semester 2
1210,2017-18,Yes,Yes,COMPSCI4014,10,Level 4 (SCQF level 10),H,School of Computing Science,,Interactive Systems,Semester 1
1211,2017-18,Yes,Yes,COMPSCI4061,10,Level 4 (SCQF level 10),H,School of Computing Science,,Machine Learning,Semester 2
1212,2017-18,Yes,Yes,COMPSCI4068,10,Level 4 (SCQF level 10),H,School of Computing Science,,Mobile Human-Computer Interaction,Semester 2
1213,2017-18,Yes,Yes,COMPSCI4031,10,Level 4 (SCQF level 10),H,School of Computing Science,,Modelling Reactive Systems,Semester 1
1214,2017-18,Yes,Yes,COMPSCI4012,10,Level 4 (SCQF level 10),H,School of Computing Science,,Networked Systems,Semester 2
1215,2017-18,Yes,Yes,COMPSCI4011,10,Level 4 (SCQF level 10),H,School of Computing Science,,Operating Systems,Semester 2
1216,2017-18,Yes,Yes,COMPSCI4038,10,Level 4 (SCQF level 10),H,School of Computing Science,,Professional Skills and Issues,Semester 1
1217,2017-18,Yes,Yes,COMPSCI4015,10,Level 4 (SCQF level 10),H,School of Computing Science,,Professional Software Development,Runs Throughout Semesters 1 and 2
1218,2017-18,No,No,COMPSCI4039,20,Level 4 (SCQF level 10),,School of Computing Science,,Programming,Semester 1
1219,2017-18,Yes,Yes,COMPSCI4065,10,Level 4 (SCQF level 10),H,School of Computing Science,,Research Methods and Techniques,Semester 1
1220,2017-18,Yes,Yes,COMPSCI4076,10,Level 4 (SCQF level 10),H,School of Computing Science,,Robotics Foundations,Semester 2
1221,2017-18,Yes,Yes,COMPSCI4045,10,Level 4 (SCQF level 10),H,School of Computing Science,,Safety-Critical Systems Development,Semester 2
1222,2017-18,No,No,COMPSCI4079,120,Level 4 (SCQF level 10),,School of Computing Science,,Software Engineering Full Year Industrial Placement H,Full Year
1223,2017-18,No,No,COMPSCI4046,10,Level 4 (SCQF level 10),H,School of Computing Science,,Software Engineering Summer Placement,Summer
1224,2017-18,No,No,COMPSCI4043,10,Level 4 (SCQF level 10),,School of Computing Science,,Systems And Networks,Semester 1
1225,2017-18,Yes,Yes,COMPSCI4047,30,Level 4 (SCQF level 10),H,School of Computing Science,,Team Project,Runs Throughout Semesters 1 and 2
1226,2017-18,Yes,Yes,COMPSCI4044,30,Level 4 (SCQF level 10),H,School of Computing Science,,Team Project ESE,Runs Throughout Semesters 1 and 2
1227,2017-18,Yes,Yes,COMPSCI4070,10,Level 4 (SCQF level 10),H,School of Computing Science,,Team Project Minor,Runs Throughout Semesters 1 and 2
1228,2017-18,Yes,Yes,COMPSCI4074,10,Level 4 (SCQF level 10),H,School of Computing Science,,Text as Data - An Introduction to Document Analytics,Semester 2
1229,2017-18,Yes,Yes,COMPSCI4072,10,Level 4 (SCQF level 10),H,School of Computing Science,,Theory of Computation,Semester 2
1230,2017-18,Yes,Yes,COMPSCI4077,10,Level 4 (SCQF level 10),H,School of Computing Science,,Web Science,Semester 1
1231,2017-18,Yes,Yes,COMPSCI5001,10,Level 5 (SCQF level 11),M,School of Computing Science,,Advanced Operating Systems,Semester 2
1232,2017-18,No,No,COMPSCI5002,10,Level 5 (SCQF level 11),M,School of Computing Science,,Advanced Programming,Semester 2
1233,2017-18,No,No,COMPSCI5004,10,Level 5 (SCQF level 11),M,School of Computing Science,,Algorithms And Data Structures,Semester 2
1234,2017-18,No,No,COMPSCI5071,20,Level 5 (SCQF level 11),,School of Computing Science,,Computing Science Masters Team Project,Semester 1
1235,2017-18,Yes,Yes,COMPSCI5006,10,Level 5 (SCQF level 11),M,School of Computing Science,,Constraint Programming,Semester 2
1236,2017-18,No,No,COMPSCI5079,10,Level 5 (SCQF level 11),,School of Computing Science,,Cryptography and Secure Development (M),Semester 2
1237,2017-18,No,No,COMPSCI5063,10,Level 5 (SCQF level 11),M,School of Computing Science,,Cyber Security Fundamentals,Semester 2
1238,2017-18,Yes,Yes,COMPSCI5080,10,Level 5 (SCQF level 11),M,School of Computing Science,,Cyber System Forensics,Semester 2
1239,2017-18,No,No,COMPSCI5076,10,Level 5 (SCQF level 11),M,School of Computing Science,,Database Theory and Application,Semester 1
1240,2017-18,Yes,Yes,COMPSCI5077,10,Level 5 (SCQF level 11),M,School of Computing Science,,ENTERPRISE CYBER SECURITY,Semester 1
1241,2017-18,No,No,COMPSCI5057,10,Level 5 (SCQF level 11),M,School of Computing Science,,Human Computer Interaction Design and Evaluation,Semester 2
1242,2017-18,Yes,Yes,COMPSCI5060,10,Level 5 (SCQF level 11),M,School of Computing Science,,Human-Centred Security,Semester 2
1243,2017-18,No,No,COMPSCI5013,10,Level 5 (SCQF level 11),M,School of Computing Science,,IT Architecture,Semester 2
1244,2017-18,No,No,COMPSCI5011,10,Level 5 (SCQF level 11),M,School of Computing Science,,Information Retrieval,Semester 2
1245,2017-18,No,No,COMPSCI5074,10,Level 5 (SCQF level 11),,School of Computing Science,,Information Technology and Software Development Masters Team Project,Semester 2
1246,2017-18,No,No,COMPSCI5012,10,Level 5 (SCQF level 11),M,School of Computing Science,,Internet Technology,Semester 2
1247,2017-18,No,No,COMPSCI5082P,40,Level 5 (SCQF level 11),,School of Computing Science,,MSci (Sandwich Year) Software Engineering Individual Project,Runs Throughout Semesters 1 and 2
1248,2017-18,No,No,COMPSCI5073P,80,Level 5 (SCQF level 11),,School of Computing Science,,MSci Research Proposal and Project,Runs Throughout Semesters 1 and 2
1249,2017-18,No,No,COMPSCI5072P,40,Level 5 (SCQF level 11),Half,School of Computing Science,,MSci Research Proposal and Project,Runs Throughout Semesters 1 and 2
1250,2017-18,No,No,COMPSCI5014,10,Level 5 (SCQF level 11),M,School of Computing Science,,Machine Learning,Semester 2
1251,2017-18,No,No,COMPSCI5015,10,Level 5 (SCQF level 11),M,School of Computing Science,,Mobile Human-Computer Interaction,Semester 2
1252,2017-18,No,No,COMPSCI5075,10,Level 5 (SCQF level 11),M,School of Computing Science,,Modelling Reactive Systems,Semester 1
1253,2017-18,No,No,COMPSCI5018P,60,Level 5 (SCQF level 11),,School of Computing Science,,Msc Development Project,Summer
1254,2017-18,No,No,COMPSCI5003,10,Level 5 (SCQF level 11),M,School of Computing Science,,Project Research Readings In Computing Science,Semester 2
1255,2017-18,No,No,COMPSCI5025,10,Level 5 (SCQF level 11),M,School of Computing Science,,Research Methods And Techniques,Semester 1
1256,2017-18,No,No,COMPSCI5029,10,Level 5 (SCQF level 11),M,School of Computing Science,,SOFTWARE PROJECT MANAGEMENT,Semester 1
