,academic_session,available_to_erasmus_students,available_to_visiting_students,code,credits,level,remark,school,taught_wholly_by_distance_learning,title,typically_offered
196,2017-18,No,No,ADED11383,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Geology in the Field,Summer
197,2017-18,No,No,ADED11335,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Getting Even More Out of Poetry,Semester 2
198,2017-18,No,No,ADED11336,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Getting More Out of Poetry,Semester 1
199,2017-18,No,No,ADED11234,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Giotto and his followers,Semester 2
200,2017-18,No,No,ADED11506,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Glasgow walks, old and new",Summer
201,2017-18,No,No,ADED11274,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Glasgow's Villages, Burghs and Suburbs, Pt.6",Semester 1
202,2017-18,No,No,ADED11211,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Gods, games and gladiators",Semester 1
203,2017-18,No,No,ADED11235,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Gothic art c.1200 - c.1500,Semester 1
204,2017-18,No,No,ADED11443,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Great art collections,Semester 1
205,2017-18,No,No,ADED11471,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Great art collections 1,Semester 1
206,2017-18,No,No,ADED11472,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Great art collections 2,Semester 2
207,2017-18,No,No,ADED11463,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Great artists,Semester 2
208,2017-18,No,No,ADED11470,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Great artists 1,Summer
209,2017-18,Yes,Yes,ADED11003E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Health Psychology,Semester 1
210,2017-18,No,No,ADED11236,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Hepworth to Hockney: British art 1930s-1960s,Summer
211,2017-18,No,No,ADED11237,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Hidden Treasures,Semester 1
212,2017-18,No,No,ADED11446,0,Level 1 (SCQF level 7),,Centre for Open Studies,,High Renaissance and Mannerism,Semester 1
213,2017-18,No,No,ADED11275,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Hitler and the Rise of the Nazis,Semester 2
214,2017-18,No,No,ADED11276,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Hitler, Appeasement and the road to war",Summer
215,2017-18,No,No,ADED11238,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Hunterian Art Gallery collections,Semester 2
216,2017-18,No,No,ADED11364,0,Level 1 (SCQF level 7),,Centre for Open Studies,,ILM Level 4 Certificate in Leadership and Management,Runs Throughout Semesters 1 and 2
217,2017-18,No,Yes,ADED1059E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to social psychology,Runs Throughout Semesters 1 and 2
218,2017-18,,Yes,ADED1060E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,INTRODUCTION TO THE COMPOSITION AND STRUCTURE OF THE EARTH,Runs Throughout Semesters 1 and 2
219,2017-18,Yes,Yes,ADED1061E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,ITALIAN STAGE 1,Runs Throughout Semesters 1 and 2
220,2017-18,Yes,Yes,ADED1062E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,ITALIAN STAGE 2,Runs Throughout Semesters 1 and 2
221,2017-18,Yes,Yes,ADED1063E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,ITALIAN STAGE 3,Runs Throughout Semesters 1 and 2
222,2017-18,Yes,Yes,ADED1064E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,ITALIAN STAGE 4,Runs Throughout Semesters 1 and 2
223,2017-18,No,Yes,ADED11387E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Impressionism 1860-1900,Semester 1
224,2017-18,No,No,ADED11348,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Intensive Course on Writing Fiction,Summer
225,2017-18,No,No,ADED11326,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introducing Geology,Semester 1
226,2017-18,Yes,Yes,ADED1052E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Ancient Egypt 1A,Semester 1
227,2017-18,No,Yes,ADED1053E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Ancient Egypt 1B,Semester 2
228,2017-18,No,Yes,ADED1054E,40,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Art Psychotherapy,Runs Throughout Semesters 1 and 2
229,2017-18,Yes,Yes,ADED1839E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Cognitive Psychology,Runs Throughout Semesters 1 and 2
230,2017-18,Yes,Yes,ADED11365E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Contemporary American Fiction 1,Semester 1
231,2017-18,Yes,Yes,ADED11366E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Contemporary Irish Fiction 1,Semester 1
232,2017-18,Yes,Yes,ADED11367E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Contemporary Scottish Fiction 1,Semester 1
233,2017-18,No,No,ADED11337,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Creative Writing 1,Semester 1
234,2017-18,No,No,ADED11340,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Creative Writing 4,Summer
235,2017-18,Yes,Yes,ADED11098E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Creative Writing: The Novel,Semester 2
236,2017-18,Yes,Yes,ADED11099E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Creative Writing: The Short Story,Summer
237,2017-18,No,No,ADED11373,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Fiction Writing 2,Semester 2
238,2017-18,No,No,ADED11374,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Fiction Writing: 3,Summer
239,2017-18,No,Yes,ADED1056E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Latin,Runs Throughout Semesters 1 and 2
240,2017-18,No,No,ADED11379,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Mindfulness,Repeated in Semesters 1 and 2
241,2017-18,No,No,ADED11000E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to Spanish,Runs Throughout Semesters 1 and 2
242,2017-18,No,No,ADED11442,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to art history,Semester 1
243,2017-18,No,No,ADED11221,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to digital photography 1,Semester 1
244,2017-18,No,No,ADED11222,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to digital photography 2,Semester 2
245,2017-18,No,No,ADED11239,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to drawing techniques,Semester 1
246,2017-18,No,No,ADED11240,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to painting techniques,Semester 2
247,2017-18,No,No,ADED11431,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to researching house history,Summer
248,2017-18,Yes,Yes,ADED11204E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to the Ancient Near East,Semester 2
249,2017-18,Yes,Yes,ADED11368E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to the Short Story,Semester 2
250,2017-18,No,No,ADED11349,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to writing for  young adults,Semester 1
251,2017-18,No,No,ADED11350,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introduction to writing for children: from 0 to 13,Semester 1
252,2017-18,No,No,ADED11372,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Introducton to Fiction Writing 1,Semester 1
253,2017-18,No,No,ADED11241,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Istanbul - a short survey of its art and architecture,Semester 1
254,2017-18,No,No,ADED1065E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,JAPANESE STAGE 1,Runs Throughout Semesters 1 and 2
255,2017-18,No,No,ADED1066E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,JAPANESE STAGE 2,Runs Throughout Semesters 1 and 2
256,2017-18,Yes,Yes,ADED1067E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,JAPANESE STAGE 3,Runs Throughout Semesters 1 and 2
257,2017-18,No,Yes,ADED1068E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,JAPANESE STAGE 4,Runs Throughout Semesters 1 and 2
258,2017-18,No,No,ADED11305,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Keyboard Stage 1 Intensive 1,Summer
259,2017-18,No,No,ADED11306,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Keyboard Stage 3,Runs Throughout Semesters 1 and 2
260,2017-18,No,No,ADED11307,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Keyboard Stage 4,Runs Throughout Semesters 1 and 2
261,2017-18,No,Yes,ADED1398E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,LITERATURE IN SCOTLAND IN THE LATE 20TH CENTURY,Runs Throughout Semesters 1 and 2
262,2017-18,No,Yes,ADED11381E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,"Law, Legal Systems and Legal Methods: An Introduction",Semester 1
263,2017-18,No,No,ADED11243,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Learn to draw in a week,Summer
264,2017-18,No,No,ADED11242,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Learn to paint in a week,Summer
265,2017-18,No,No,ADED11450,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Legal issues in 21st century Scotland,Semester 2
266,2017-18,No,No,ADED11444,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Lenses into Italy,Summer
267,2017-18,No,No,ADED11259,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Life, the Universe and",Semester 2
268,2017-18,Yes,Yes,ADED1069E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Literature of the Ancient Near East,Summer
269,2017-18,No,Yes,ADED1074E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,MODERN GREEK STAGE 1,Runs Throughout Semesters 1 and 2
270,2017-18,No,Yes,ADED1075E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,MODERN GREEK STAGE 2,Runs Throughout Semesters 1 and 2
271,2017-18,No,Yes,ADED1076E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,MODERN GREEK STAGE 3,Runs Throughout Semesters 1 and 2
272,2017-18,No,Yes,ADED1077E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,MODERN GREEK STAGE 4,Runs Throughout Semesters 1 and 2
273,2017-18,No,No,ADED11505,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Magic in ancient Greece and Rome,Semester 1
274,2017-18,Yes,Yes,ADED11388E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Making modern art: an introduction to techniques and ideas,Runs Throughout Semesters 1 and 2
275,2017-18,No,No,ADED11352,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Mask and Carnival 1,Semester 1
276,2017-18,No,No,ADED11479,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Medieval Scotland: society and economy,Semester 1
277,2017-18,No,No,ADED11461,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Memory and desire: reflections on American literature 1,Semester 1
278,2017-18,No,No,ADED11462,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Memory and desire: reflections on American literature 2,Semester 2
279,2017-18,Yes,Yes,ADED11244,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Milan and Mantua - a short survey of their art and architecture,Semester 1
280,2017-18,No,No,ADED11378,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Mindfulness and Buddhism,Summer
281,2017-18,No,No,ADED11314,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Modern European and American Drama 1,Semester 1
282,2017-18,No,No,ADED11315,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Modern European and American Drama 2,Semester 2
283,2017-18,No,No,ADED11494,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Arabic stage 1,Summer
284,2017-18,No,No,ADED11493,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Arabic stage 2,Summer
285,2017-18,No,No,ADED11497,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Chinese (Mandarin) stage 1,Summer
286,2017-18,No,No,ADED11291,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More French Stage 1,Summer
287,2017-18,No,No,ADED11292,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More French Stage 2,Summer
288,2017-18,No,No,ADED11293,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More French Stage 3,Summer
289,2017-18,No,No,ADED11294,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More French Stage 4,Summer
290,2017-18,No,No,ADED11499,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Gaelic stage 1,Summer
291,2017-18,No,No,ADED11295,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More German Stage 1,Summer
292,2017-18,No,No,ADED11501,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More German stage 2,Summer
293,2017-18,No,No,ADED11502,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More German stage 3,Summer
294,2017-18,No,No,ADED11296,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Italian Stage 1,Summer
295,2017-18,No,No,ADED11297,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Italian Stage 3,Summer
296,2017-18,No,No,ADED11298,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Italian Stage 4,Summer
297,2017-18,No,No,ADED11451,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Italian stage 2,Summer
298,2017-18,No,No,ADED11299,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Japanese Stage 1,Summer
299,2017-18,No,No,ADED11300,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Japanese Stage 2,Summer
300,2017-18,No,No,ADED11503,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Japanese stage 3,Summer
301,2017-18,No,No,ADED11422,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Reading in Ancient Egyptian 2,Semester 2
302,2017-18,No,No,ADED11500,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Russian Stage 1,Summer
303,2017-18,No,No,ADED11486,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Russian stage 2,Summer
304,2017-18,No,No,ADED11301,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Spanish Stage 1,Summer
305,2017-18,No,No,ADED11302,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Spanish Stage 2,Summer
306,2017-18,No,No,ADED11303,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Spanish Stage 3,Summer
307,2017-18,No,No,ADED11304,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Spanish Stage 4,Summer
308,2017-18,No,No,ADED11485,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More Swedish stage 1,Summer
309,2017-18,No,No,ADED11212,0,Level 1 (SCQF level 7),,Centre for Open Studies,,More reading in ancient Egyptian,Semester 1
310,2017-18,No,No,ADED11361,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Motivating people in the workplace ILM Level 4 Unit 8605-415,Summer
311,2017-18,No,No,ADED11384,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Mountain and Upland Ecology,Semester 1
312,2017-18,Yes,Yes,ADED1079E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,NORWEGIAN STAGE 1,Runs Throughout Semesters 1 and 2
313,2017-18,Yes,Yes,ADED11519E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,NORWEGIAN STAGE 2,Runs Throughout Semesters 1 and 2
314,2017-18,Yes,Yes,ADED1433E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,NORWEGIAN STAGE 2,Runs Throughout Semesters 1 and 2
315,2017-18,Yes,Yes,ADED1078E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Nationalism and Unionism: Irish History 1845-1998,Runs Throughout Semesters 1 and 2
316,2017-18,No,Yes,ADED1432E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Nineteenth Century Painting,Runs Throughout Semesters 1 and 2
317,2017-18,No,No,ADED11445,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Northern Renaissance art,Semester 2
318,2017-18,Yes,Yes,ADED11469E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Northern Renaissance art,Semester 2
319,2017-18,No,No,ADED11353,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Now Read the Book: Short Stories 1,Semester 1
320,2017-18,No,No,ADED11354,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Now Read the Book: True Stories,Semester 2
321,2017-18,No,No,ADED11308,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Opera Afternoons 1,Semester 2
322,2017-18,No,No,ADED11309,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Opera Afternoons 2,Semester 2
323,2017-18,No,No,ADED11512,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Orchestra City: the history of orchestral music in Glasgow since 1844,Semester 2
324,2017-18,No,No,ADED11430,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Orkney - under Norway, Scotland and Britain, c.1100 onwards",Semester 2
325,2017-18,No,No,ADED11484,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Our fragile Earth,Runs Throughout Semesters 1 and 2
326,2017-18,No,Yes,ADED1080E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,"PHILOSOPHICAL ETHICS OF SOCRATES, PLATO AND ARISTOTLE",Runs Throughout Semesters 1 and 2
327,2017-18,Yes,Yes,ADED1081E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,PHILOSOPHY AND EMOTION,Runs Throughout Semesters 1 and 2
328,2017-18,Yes,Yes,ADED1083E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,PORTUGUESE STAGE 1,Runs Throughout Semesters 1 and 2
329,2017-18,No,No,ADED11517,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Painting in Europe 1730 - 1870, part 1",Semester 1
330,2017-18,No,No,ADED11518,0,Level 1 (SCQF level 7),,Centre for Open Studies,,"Painting in Europe 1730 - 1870, part 2",Semester 2
331,2017-18,No,No,ADED11245,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Paintings in Glasgow,Semester 2
332,2017-18,No,No,ADED11260,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Philosophy and Music,Semester 1
333,2017-18,No,No,ADED11261,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Philosophy in Technicolour,Semester 1
334,2017-18,No,No,ADED11263,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Plato's Symposium,Semester 1
335,2017-18,No,No,ADED11319,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Plays in Performance,Runs Throughout Semesters 1 and 2
336,2017-18,No,No,ADED11509,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Poetic themes: an introduction to poetry in English,Semester 2
337,2017-18,Yes,Yes,ADED11402E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,Portuguese stage 2,Runs Throughout Semesters 1 and 2
338,2017-18,No,No,ADED11223,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Practical painting 1,Semester 1
339,2017-18,No,No,ADED11224,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Practical painting 2,Semester 2
340,2017-18,No,No,ADED11225,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Practical painting 3,Summer
341,2017-18,No,Yes,ADED11375E,20,Level 1 (SCQF level 7),,Centre for Open Studies,,Psychology: An Introduction,Semester 2
342,2017-18,No,No,ADED11355,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Pure Awareness 1,Semester 2
343,2017-18,Yes,Yes,ADED1087E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,RUSSIAN STAGE 1,Runs Throughout Semesters 1 and 2
344,2017-18,Yes,Yes,ADED1088E,10,Level 1 (SCQF level 7),,Centre for Open Studies,,RUSSIAN STAGE 2,Runs Throughout Semesters 1 and 2
345,2017-18,No,No,ADED11277,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Race to the White House: Looking ahead to the 2016 Presidential Elections,Semester 2
346,2017-18,No,No,ADED11310,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Reading and Writing Music 1,Semester 1
347,2017-18,No,No,ADED11311,0,Level 1 (SCQF level 7),,Centre for Open Studies,,Reading and Writing Music 2,Semester 2
