,away_team,date,home_team,result,round,season,season_round,time,venue,match_datetime,home_score,away_score
19296,Chivas,"dom 22 de mayo, 1988",Toluca,0 - 1,jornada-35,temporada-1987-1988,regular,00:00  Hrs.,Bombonera,1988-05-22,0.0,1.0
19297,Toluca,"vie 27 de mayo, 1988",Potosino,1 - 0,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Plan de San Luis,1988-05-27,1.0,0.0
19298,Atlas,"sáb 28 de mayo, 1988",Tigres,1 - 1,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Universitario,1988-05-28,1.0,1.0
19299,Monterrey,"sáb 28 de mayo, 1988",Chivas,4 - 1,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Jalisco,1988-05-28,4.0,1.0
19300,América,"sáb 28 de mayo, 1988",Cruz Azul,2 - 4,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Azteca,1988-05-28,2.0,4.0
19301,Leones Negros,"dom 29 de mayo, 1988",Toros Neza,1 - 1,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Neza 86,1988-05-29,1.0,1.0
19302,Correcaminos,"dom 29 de mayo, 1988",Estudiantes,4 - 1,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Tres de Marzo,1988-05-29,4.0,1.0
19303,Necaxa,"dom 29 de mayo, 1988",Ángeles,5 - 3,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Cuauhtémoc,1988-05-29,5.0,3.0
19304,Puebla,"dom 29 de mayo, 1988",Tampico Madero,2 - 2,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Tamaulipas,1988-05-29,2.0,2.0
19305,Pumas,"dom 29 de mayo, 1988",Atlante,1 - 2,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Azulgrana UTN,1988-05-29,1.0,2.0
19306,Irapuato,"dom 29 de mayo, 1988",Morelia,2 - 0,jornada-36,temporada-1987-1988,regular,00:00  Hrs.,Venustiano Carranza,1988-05-29,2.0,0.0
19307,Tampico Madero,"vie 3 de junio, 1988",América,1 - 0,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Azteca,1988-06-03,1.0,0.0
19308,Estudiantes,"sáb 4 de junio, 1988",Leones Negros,2 - 3,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Jalisco,1988-06-04,2.0,3.0
19309,Morelia,"sáb 4 de junio, 1988",Pumas,2 - 2,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Olímpico de CU,1988-06-04,2.0,2.0
19310,Potosino,"sáb 4 de junio, 1988",Monterrey,1 - 1,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Tecnológico,1988-06-04,1.0,1.0
19311,Tigres,"dom 5 de junio, 1988",Irapuato,2 - 1,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Sergio León Chávez,1988-06-05,2.0,1.0
19312,Atlante,"dom 5 de junio, 1988",Necaxa,3 - 2,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Azteca,1988-06-05,3.0,2.0
19313,Toros Neza,"dom 5 de junio, 1988",Atlas,4 - 0,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Jalisco,1988-06-05,4.0,0.0
19314,Chivas,"dom 5 de junio, 1988",Correcaminos,1 - 0,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Marte R Gómez,1988-06-05,1.0,0.0
19315,Cruz Azul,"dom 5 de junio, 1988",Toluca,1 - 1,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Bombonera,1988-06-05,1.0,1.0
19316,Puebla,"dom 5 de junio, 1988",Ángeles,3 - 3,jornada-37,temporada-1987-1988,regular,00:00  Hrs.,Cuauhtémoc,1988-06-05,3.0,3.0
19317,Correcaminos,"vie 10 de junio, 1988",Potosino,1 - 0,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Plan de San Luis,1988-06-10,1.0,0.0
19318,Monterrey,"sáb 11 de junio, 1988",Cruz Azul,2 - 0,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Azteca,1988-06-11,2.0,0.0
19319,Pumas,"sáb 11 de junio, 1988",Tigres,2 - 1,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Universitario,1988-06-11,2.0,1.0
19320,Leones Negros,"sáb 11 de junio, 1988",Chivas,1 - 2,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Jalisco,1988-06-11,1.0,2.0
19321,Necaxa,"dom 12 de junio, 1988",Morelia,3 - 4,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Venustiano Carranza,1988-06-12,3.0,4.0
19322,América,"dom 12 de junio, 1988",Puebla,0 - 2,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Cuauhtémoc,1988-06-12,0.0,2.0
19323,Toluca,"dom 12 de junio, 1988",Tampico Madero,1 - 2,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Tamaulipas,1988-06-12,1.0,2.0
19324,Ángeles,"dom 12 de junio, 1988",Atlante,0 - 2,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Azulgrana UTN,1988-06-12,0.0,2.0
19325,Atlas,"dom 12 de junio, 1988",Estudiantes,2 - 0,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Tres de Marzo,1988-06-12,2.0,0.0
19326,Irapuato,"dom 12 de junio, 1988",Toros Neza,5 - 0,jornada-38,temporada-1987-1988,regular,00:00  Hrs.,Neza 86,1988-06-12,5.0,0.0
19327,Chivas,"mié 15 de junio, 1988",Morelia,1 - 0,ida,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Venustiano Carranza,1988-06-15,1.0,0.0
19328,Estudiantes,"mié 15 de junio, 1988",Pumas,4 - 1,ida,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Ciudad Universitaria,1988-06-15,4.0,1.0
19329,América,"jue 16 de junio, 1988",Puebla,2 - 2,ida,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Cuauhtémoc,1988-06-16,2.0,2.0
19330,Leones Negros,"dom 19 de junio, 1988",Toluca,0 - 1,ida,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Bombonera,1988-06-19,0.0,1.0
19331,Morelia,"sáb 18 de junio, 1988",Chivas,1 - 2,vuelta,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Jalisco,1988-06-18,1.0,2.0
19332,Pumas,"sáb 18 de junio, 1988",Estudiantes,0 - 2,vuelta,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Tres de Marzo,1988-06-18,0.0,2.0
19333,Puebla,"dom 19 de junio, 1988",América,4 - 0,vuelta,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Azteca,1988-06-19,4.0,0.0
19334,Toluca,"dom 19 de junio, 1988",Leones Negros,1 - 0,vuelta,temporada-1987-1988,cuartos-de-final,00:00  Hrs.,Jalisco,1988-06-19,1.0,0.0
19335,América,"jue 23 de junio, 1988",Morelia,2 - 2,ida,temporada-1987-1988,semifinales,00:00  Hrs.,Venustiano Carranza,1988-06-23,2.0,2.0
19336,Leones Negros,"jue 23 de junio, 1988",Pumas,2 - 2,ida,temporada-1987-1988,semifinales,00:00  Hrs.,Ciudad Universitaria,1988-06-23,2.0,2.0
19337,Morelia,"dom 26 de junio, 1988",América,2 - 2,vuelta,temporada-1987-1988,semifinales,00:00  Hrs.,Azteca,1988-06-26,2.0,2.0
19338,Pumas,"dom 26 de junio, 1988",Leones Negros,1 - 2,vuelta,temporada-1987-1988,semifinales,00:00  Hrs.,Jalisco,1988-06-26,1.0,2.0
19339,Pumas,"dom 3 de julio, 1988",América,4 - 1,vuelta,temporada-1987-1988,final,00:00  Hrs.,Azteca,1988-07-03,4.0,1.0
19340,América,"jue 30 de junio, 1988",Pumas,1 - 0,ida,temporada-1987-1988,final,00:00  Hrs.,Ciudad Universitaria,1988-06-30,1.0,0.0
19341,Tigres,"vie 1 de agosto, 1986",América,0 - 0,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-01,0.0,0.0
19342,Cobras,"sáb 2 de agosto, 1986",Monterrey,2 - 0,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-08-02,2.0,0.0
19343,Tampico Madero,"sáb 2 de agosto, 1986",León,3 - 2,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-08-02,3.0,2.0
19344,Potosino,"sáb 2 de agosto, 1986",Estudiantes,0 - 0,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-08-02,0.0,0.0
19345,Pumas,"dom 3 de agosto, 1986",Morelia,1 - 2,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-08-03,1.0,2.0
19346,Ángeles,"dom 3 de agosto, 1986",Atlante,1 - 1,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-08-03,1.0,1.0
19347,Toros Neza,"dom 3 de agosto, 1986",Irapuato,0 - 0,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-08-03,0.0,0.0
19348,Atlas,"dom 3 de agosto, 1986",Leones Negros,1 - 1,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-03,1.0,1.0
19349,Chivas,"dom 3 de agosto, 1986",Toluca,0 - 0,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-08-03,0.0,0.0
19350,Necaxa,"dom 3 de agosto, 1986",Puebla,3 - 1,jornada-1,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-08-03,3.0,1.0
19351,Irapuato,"vie 8 de agosto, 1986",Necaxa,0 - 0,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-08,0.0,0.0
19352,Atlante,"vie 8 de agosto, 1986",Potosino,0 - 0,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-08-08,0.0,0.0
19353,América,"sáb 9 de agosto, 1986",Tampico Madero,3 - 1,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-08-09,3.0,1.0
19354,Monterrey,"sáb 9 de agosto, 1986",Cruz Azul,0 - 0,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-09,0.0,0.0
19355,Puebla,"sáb 9 de agosto, 1986",Atlas,1 - 0,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-09,1.0,0.0
19356,Toluca,"sáb 9 de agosto, 1986",Toros Neza,0 - 0,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-08-09,0.0,0.0
19357,Morelia,"dom 10 de agosto, 1986",Cobras,0 - 2,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-08-10,0.0,2.0
19358,Estudiantes,"dom 10 de agosto, 1986",Pumas,0 - 0,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-08-10,0.0,0.0
19359,León,"dom 10 de agosto, 1986",Chivas,2 - 1,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-10,2.0,1.0
19360,Leones Negros,"dom 10 de agosto, 1986",Ángeles,1 - 3,jornada-2,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-08-10,1.0,3.0
19361,Potosino,"sáb 16 de agosto, 1986",Leones Negros,3 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-16,3.0,0.0
19362,Pumas,"sáb 16 de agosto, 1986",Atlante,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-08-16,0.0,0.0
19363,Tampico Madero,"sáb 16 de agosto, 1986",Tigres,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-08-16,0.0,0.0
19364,Toros Neza,"sáb 16 de agosto, 1986",León,0 - 1,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-08-16,0.0,1.0
19365,Cruz Azul,"dom 17 de agosto, 1986",Morelia,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-08-17,0.0,0.0
19366,Ángeles,"dom 17 de agosto, 1986",Puebla,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-08-17,0.0,0.0
19367,Necaxa,"dom 17 de agosto, 1986",Toluca,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-08-17,0.0,0.0
19368,Atlas,"dom 17 de agosto, 1986",Irapuato,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-08-17,0.0,0.0
19369,Chivas,"dom 17 de agosto, 1986",América,1 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-17,1.0,0.0
19370,Cobras,"dom 17 de agosto, 1986",Estudiantes,0 - 0,jornada-3,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-08-17,0.0,0.0
19371,Puebla,"vie 22 de agosto, 1986",Potosino,0 - 0,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-08-22,0.0,0.0
19372,Leones Negros,"vie 22 de agosto, 1986",Pumas,1 - 0,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-08-22,1.0,0.0
19373,Toluca,"sáb 23 de agosto, 1986",Atlas,2 - 1,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-23,2.0,1.0
19374,Estudiantes,"sáb 23 de agosto, 1986",Cruz Azul,2 - 1,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-23,2.0,1.0
19375,Morelia,"sáb 23 de agosto, 1986",Monterrey,0 - 1,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-08-23,0.0,1.0
19376,América,"sáb 23 de agosto, 1986",Toros Neza,1 - 3,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-08-23,1.0,3.0
19377,Tigres,"dom 24 de agosto, 1986",Chivas,1 - 1,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-24,1.0,1.0
19378,Atlante,"dom 24 de agosto, 1986",Cobras,3 - 2,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-08-24,3.0,2.0
19379,León,"dom 24 de agosto, 1986",Necaxa,3 - 1,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-24,3.0,1.0
19380,Irapuato,"dom 24 de agosto, 1986",Ángeles,1 - 1,jornada-4,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-08-24,1.0,1.0
19381,Necaxa,"vie 29 de agosto, 1986",América,0 - 0,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-29,0.0,0.0
19382,Chivas,"sáb 30 de agosto, 1986",Tampico Madero,4 - 2,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-08-30,4.0,2.0
19383,Cobras,"sáb 30 de agosto, 1986",Leones Negros,3 - 1,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-08-30,3.0,1.0
19384,Atlas,"sáb 30 de agosto, 1986",León,1 - 0,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-08-30,1.0,0.0
19385,Toros Neza,"sáb 30 de agosto, 1986",Tigres,0 - 0,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-08-30,0.0,0.0
19386,Monterrey,"dom 31 de agosto, 1986",Estudiantes,3 - 1,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-08-31,3.0,1.0
19387,Cruz Azul,"dom 31 de agosto, 1986",Atlante,0 - 1,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-08-31,0.0,1.0
19388,Ángeles,"dom 31 de agosto, 1986",Toluca,1 - 1,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-08-31,1.0,1.0
19389,Potosino,"dom 31 de agosto, 1986",Irapuato,1 - 1,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-08-31,1.0,1.0
19390,Pumas,"dom 31 de agosto, 1986",Puebla,1 - 1,jornada-5,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-08-31,1.0,1.0
19391,Irapuato,"mar 5 de agosto, 1986",Pumas,2 - 0,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-08-05,2.0,0.0
19392,Puebla,"jue 7 de agosto, 1986",Cobras,0 - 0,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-08-07,0.0,0.0
19393,Toluca,"vie 5 de septiembre, 1986",Potosino,1 - 1,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-09-05,1.0,1.0
19394,Leones Negros,"sáb 6 de septiembre, 1986",Cruz Azul,2 - 1,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-09-06,2.0,1.0
19395,Atlante,"sáb 6 de septiembre, 1986",Monterrey,1 - 0,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-09-06,1.0,0.0
19396,América,"sáb 6 de septiembre, 1986",Atlas,1 - 2,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-09-06,1.0,2.0
19397,Tampico Madero,"sáb 6 de septiembre, 1986",Toros Neza,0 - 1,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-09-06,0.0,1.0
19398,Estudiantes,"dom 7 de septiembre, 1986",Morelia,1 - 1,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-09-07,1.0,1.0
19399,Tigres,"dom 7 de septiembre, 1986",Necaxa,1 - 4,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-09-07,1.0,4.0
19400,León,"dom 7 de septiembre, 1986",Ángeles,1 - 1,jornada-6,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-09-07,1.0,1.0
19401,Cobras,"jue 4 de septiembre, 1986",Irapuato,3 - 0,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-09-04,3.0,0.0
19402,Ángeles,"vie 12 de septiembre, 1986",América,0 - 0,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-09-12,0.0,0.0
19403,Toros Neza,"sáb 13 de septiembre, 1986",Chivas,1 - 0,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-09-13,1.0,0.0
19404,Atlas,"sáb 13 de septiembre, 1986",Tigres,3 - 2,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-09-13,3.0,2.0
19405,Necaxa,"sáb 13 de septiembre, 1986",Tampico Madero,1 - 2,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-09-13,1.0,2.0
19406,Potosino,"sáb 13 de septiembre, 1986",León,3 - 1,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-09-13,3.0,1.0
19407,Pumas,"dom 14 de septiembre, 1986",Toluca,1 - 3,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-09-14,1.0,3.0
19408,Cruz Azul,"dom 14 de septiembre, 1986",Puebla,1 - 2,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-09-14,1.0,2.0
19409,Monterrey,"dom 14 de septiembre, 1986",Leones Negros,3 - 1,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-09-14,3.0,1.0
19410,Morelia,"dom 14 de septiembre, 1986",Atlante,1 - 1,jornada-7,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-09-14,1.0,1.0
19411,León,"vie 19 de septiembre, 1986",Pumas,4 - 1,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Ciudad Universitaria,1986-09-19,4.0,1.0
19412,América,"vie 19 de septiembre, 1986",Potosino,1 - 4,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-09-19,1.0,4.0
19413,Irapuato,"sáb 20 de septiembre, 1986",Cruz Azul,0 - 0,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-09-20,0.0,0.0
19414,Puebla,"sáb 20 de septiembre, 1986",Monterrey,2 - 0,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-09-20,2.0,0.0
19415,Tampico Madero,"sáb 20 de septiembre, 1986",Atlas,1 - 2,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-09-20,1.0,2.0
19416,Toluca,"dom 21 de septiembre, 1986",Cobras,2 - 1,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-09-21,2.0,1.0
19417,Atlante,"dom 21 de septiembre, 1986",Estudiantes,4 - 2,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-09-21,4.0,2.0
19418,Chivas,"dom 21 de septiembre, 1986",Necaxa,1 - 1,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-09-21,1.0,1.0
19419,Leones Negros,"dom 21 de septiembre, 1986",Morelia,2 - 0,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-09-21,2.0,0.0
19420,Tigres,"dom 21 de septiembre, 1986",Ángeles,2 - 2,jornada-8,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-09-21,2.0,2.0
19421,Cobras,"sáb 27 de septiembre, 1986",León,4 - 0,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-09-27,4.0,0.0
19422,Estudiantes,"sáb 27 de septiembre, 1986",Leones Negros,0 - 0,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-09-27,0.0,0.0
19423,Necaxa,"sáb 27 de septiembre, 1986",Toros Neza,1 - 1,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-09-27,1.0,1.0
19424,Potosino,"sáb 27 de septiembre, 1986",Tigres,3 - 1,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-09-27,3.0,1.0
19425,Ángeles,"sáb 27 de septiembre, 1986",Tampico Madero,2 - 1,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-09-27,2.0,1.0
19426,Pumas,"dom 28 de septiembre, 1986",América,2 - 2,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-09-28,2.0,2.0
19427,Atlas,"dom 28 de septiembre, 1986",Chivas,3 - 0,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-09-28,3.0,0.0
19428,Cruz Azul,"dom 28 de septiembre, 1986",Toluca,0 - 2,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-09-28,0.0,2.0
19429,Monterrey,"dom 28 de septiembre, 1986",Irapuato,2 - 3,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-09-28,2.0,3.0
19430,Morelia,"dom 28 de septiembre, 1986",Puebla,3 - 4,jornada-9,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-09-28,3.0,4.0
19431,Tampico Madero,"vie 3 de octubre, 1986",Potosino,3 - 1,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-10-03,3.0,1.0
19432,Leones Negros,"vie 3 de octubre, 1986",Atlante,0 - 3,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-10-03,0.0,3.0
19433,Puebla,"sáb 4 de octubre, 1986",Estudiantes,0 - 1,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Tres de Marzo,1986-10-04,0.0,1.0
19434,Toluca,"sáb 4 de octubre, 1986",Monterrey,3 - 1,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-10-04,3.0,1.0
19435,León,"sáb 4 de octubre, 1986",Cruz Azul,6 - 2,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-10-04,6.0,2.0
19436,Toros Neza,"dom 5 de octubre, 1986",Atlas,0 - 1,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-10-05,0.0,1.0
19437,Chivas,"dom 5 de octubre, 1986",Ángeles,1 - 2,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-10-05,1.0,2.0
19438,Irapuato,"dom 5 de octubre, 1986",Morelia,1 - 0,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Venustiano Carranza,1986-10-05,1.0,0.0
19439,América,"dom 5 de octubre, 1986",Cobras,1 - 1,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Corregidora,1986-10-05,1.0,1.0
19440,Pumas,"mar 7 de octubre, 1986",Tigres,1 - 1,jornada-10,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-10-07,1.0,1.0
19441,Atlas,"vie 10 de octubre, 1986",Necaxa,1 - 2,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-10-10,1.0,2.0
19442,Monterrey,"sáb 11 de octubre, 1986",León,2 - 1,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Estadio León,1986-10-11,2.0,1.0
19443,Cobras,"sáb 11 de octubre, 1986",Tigres,0 - 0,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Universitario,1986-10-11,0.0,0.0
19444,Ángeles,"sáb 11 de octubre, 1986",Toros Neza,2 - 0,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Neza 86,1986-10-11,2.0,0.0
19445,Morelia,"dom 12 de octubre, 1986",Toluca,4 - 4,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Bombonera,1986-10-12,4.0,4.0
19446,Potosino,"dom 12 de octubre, 1986",Chivas,1 - 0,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-10-12,1.0,0.0
19447,Pumas,"dom 12 de octubre, 1986",Tampico Madero,2 - 0,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Tamaulipas,1986-10-12,2.0,0.0
19448,Atlante,"dom 12 de octubre, 1986",Puebla,3 - 1,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Cuauhtémoc,1986-10-12,3.0,1.0
19449,Cruz Azul,"dom 12 de octubre, 1986",América,1 - 2,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Azteca,1986-10-12,1.0,2.0
19450,Estudiantes,"dom 12 de octubre, 1986",Irapuato,5 - 5,jornada-11,temporada-1986-1987,regular,00:00  Hrs.,Sergio León Chávez,1986-10-12,5.0,5.0
19451,Irapuato,"vie 17 de octubre, 1986",Atlante,3 - 0,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Azulgrana UTN,1986-10-17,3.0,0.0
19452,Toros Neza,"vie 17 de octubre, 1986",Potosino,1 - 1,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Plan de San Luis,1986-10-17,1.0,1.0
19453,Puebla,"sáb 18 de octubre, 1986",Leones Negros,2 - 2,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Jalisco,1986-10-18,2.0,2.0
19454,América,"sáb 18 de octubre, 1986",Monterrey,2 - 1,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Tecnológico,1986-10-18,2.0,1.0
19455,Tigres,"sáb 18 de octubre, 1986",Cruz Azul,1 - 1,jornada-12,temporada-1986-1987,regular,00:00  Hrs.,Azul,1986-10-18,1.0,1.0
