,away_team,date,home_team,result,round,season,season_round,time,venue
23056,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Luis Pirata Fuente
23057,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Azteca
23058,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Agustín Coruco Díaz
23059,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,La Martinica
23060,León,"vie 1 de junio, 1979",Atlante,0 - 0,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Azteca
23061,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Plan de San Luis
23062,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Azteca
23063,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Tres de Marzo
23064,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Universitario
23065,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Cuauhtémoc
23066,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Luis Pirata Fuente
23067,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Azteca
23068,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,vuelta,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Agustín Coruco Díaz
23069,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,ida,temporada-1978-1979,semifinales,00:00  Hrs.,La Martinica
23070,León,"vie 1 de junio, 1979",Atlante,0 - 0,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Azteca
23071,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Plan de San Luis
23072,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Azteca
23073,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Tres de Marzo
23074,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Universitario
23075,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Cuauhtémoc
23076,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Luis Pirata Fuente
23077,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Azteca
23078,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,ida,temporada-1978-1979,semifinales,00:00  Hrs.,Agustín Coruco Díaz
23079,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,La Martinica
23080,León,"vie 1 de junio, 1979",Atlante,0 - 0,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Azteca
23081,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Plan de San Luis
23082,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Azteca
23083,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Tres de Marzo
23084,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Universitario
23085,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Cuauhtémoc
23086,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Luis Pirata Fuente
23087,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Azteca
23088,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,vuelta,temporada-1978-1979,semifinales,00:00  Hrs.,Agustín Coruco Díaz
23089,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,vuelta,temporada-1978-1979,final,00:00  Hrs.,La Martinica
23090,León,"vie 1 de junio, 1979",Atlante,0 - 0,vuelta,temporada-1978-1979,final,00:00  Hrs.,Azteca
23091,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,vuelta,temporada-1978-1979,final,00:00  Hrs.,Plan de San Luis
23092,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,vuelta,temporada-1978-1979,final,00:00  Hrs.,Azteca
23093,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,vuelta,temporada-1978-1979,final,00:00  Hrs.,Tres de Marzo
23094,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,vuelta,temporada-1978-1979,final,00:00  Hrs.,Universitario
23095,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,vuelta,temporada-1978-1979,final,00:00  Hrs.,Cuauhtémoc
23096,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,vuelta,temporada-1978-1979,final,00:00  Hrs.,Luis Pirata Fuente
23097,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,vuelta,temporada-1978-1979,final,00:00  Hrs.,Azteca
23098,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,vuelta,temporada-1978-1979,final,00:00  Hrs.,Agustín Coruco Díaz
23099,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,ida,temporada-1978-1979,final,00:00  Hrs.,La Martinica
23100,León,"vie 1 de junio, 1979",Atlante,0 - 0,ida,temporada-1978-1979,final,00:00  Hrs.,Azteca
23101,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,ida,temporada-1978-1979,final,00:00  Hrs.,Plan de San Luis
23102,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,ida,temporada-1978-1979,final,00:00  Hrs.,Azteca
23103,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,ida,temporada-1978-1979,final,00:00  Hrs.,Tres de Marzo
23104,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,ida,temporada-1978-1979,final,00:00  Hrs.,Universitario
23105,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,ida,temporada-1978-1979,final,00:00  Hrs.,Cuauhtémoc
23106,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,ida,temporada-1978-1979,final,00:00  Hrs.,Luis Pirata Fuente
23107,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,ida,temporada-1978-1979,final,00:00  Hrs.,Azteca
23108,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,ida,temporada-1978-1979,final,00:00  Hrs.,Agustín Coruco Díaz
23109,Jalisco,"mié 27 de julio, 1977",Leones Negros,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23110,Estudiantes,"sáb 30 de julio, 1977",Tigres,0 - 1,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23111,Monterrey,"sáb 30 de julio, 1977",Atlas,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23112,Puebla,"sáb 30 de julio, 1977",Atlético Español,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23113,Potosino,"dom 31 de julio, 1977",Veracruz,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23114,América,"dom 31 de julio, 1977",Tampico Madero,1 - 2,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Tamaulipas
23115,Chivas,"dom 31 de julio, 1977",Santos Laguna,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Estadio Moctezuma
23116,Cruz Azul,"dom 31 de julio, 1977",Curtidores,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23117,León,"dom 31 de julio, 1977",Atlante,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23118,Toluca,"mié 3 de agosto, 1977",Pumas,0 - 0,jornada-1,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23119,Tigres,"mié 3 de agosto, 1977",Jalisco,1 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23120,Tampico Madero,"jue 4 de agosto, 1977",León,1 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23121,Atlante,"sáb 6 de agosto, 1977",Cruz Azul,0 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23122,Atlético Español,"sáb 6 de agosto, 1977",Estudiantes,3 - 2,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23123,Leones Negros,"sáb 6 de agosto, 1977",Monterrey,2 - 1,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23124,Veracruz,"dom 7 de agosto, 1977",Puebla,0 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
23125,Pumas,"dom 7 de agosto, 1977",Potosino,0 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23126,Santos Laguna,"dom 7 de agosto, 1977",América,0 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23127,Atlas,"dom 7 de agosto, 1977",Chivas,3 - 2,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23128,Curtidores,"dom 7 de agosto, 1977",Toluca,0 - 0,jornada-2,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23129,América,"mié 10 de agosto, 1977",Atlas,0 - 4,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23130,Puebla,"jue 11 de agosto, 1977",Pumas,0 - 0,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23131,Atlante,"jue 11 de agosto, 1977",Curtidores,2 - 1,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23132,Monterrey,"sáb 13 de agosto, 1977",Tigres,0 - 0,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23133,Chivas,"sáb 13 de agosto, 1977",Leones Negros,0 - 0,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23134,Jalisco,"dom 14 de agosto, 1977",Atlético Español,2 - 1,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23135,Cruz Azul,"dom 14 de agosto, 1977",Tampico Madero,3 - 4,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Tamaulipas
23136,Potosino,"dom 14 de agosto, 1977",Toluca,0 - 0,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23137,León,"dom 14 de agosto, 1977",Santos Laguna,1 - 1,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Estadio Moctezuma
23138,Estudiantes,"dom 14 de agosto, 1977",Veracruz,0 - 0,jornada-3,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23139,Santos Laguna,"jue 30 de noviembre, 0002",Cruz Azul,0 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23140,Veracruz,"mié 17 de agosto, 1977",Jalisco,0 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23141,Tampico Madero,"jue 18 de agosto, 1977",Atlante,0 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23142,Atlético Español,"sáb 20 de agosto, 1977",Monterrey,3 - 1,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23143,Pumas,"dom 21 de agosto, 1977",Estudiantes,2 - 2,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23144,Tigres,"dom 21 de agosto, 1977",Chivas,0 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23145,Toluca,"dom 21 de agosto, 1977",Puebla,0 - 1,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
23146,Curtidores,"dom 21 de agosto, 1977",Potosino,0 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23147,Atlas,"dom 21 de agosto, 1977",León,2 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23148,Leones Negros,"dom 21 de agosto, 1977",América,0 - 0,jornada-4,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23149,Cruz Azul,"mié 24 de agosto, 1977",Atlas,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23150,Tampico Madero,"jue 25 de agosto, 1977",Curtidores,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23151,Jalisco,"jue 25 de agosto, 1977",Pumas,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23152,León,"sáb 27 de agosto, 1977",Leones Negros,2 - 1,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23153,América,"sáb 27 de agosto, 1977",Tigres,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23154,Chivas,"dom 28 de agosto, 1977",Atlético Español,2 - 1,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23155,Atlante,"dom 28 de agosto, 1977",Santos Laguna,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Estadio Moctezuma
23156,Monterrey,"dom 28 de agosto, 1977",Veracruz,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23157,Puebla,"dom 28 de agosto, 1977",Potosino,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23158,Estudiantes,"dom 28 de agosto, 1977",Toluca,0 - 0,jornada-5,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23159,Tigres,"jue 30 de noviembre, 0002",León,0 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23160,Potosino,"mié 31 de agosto, 1977",Estudiantes,6 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23161,Atlético Español,"jue 1 de septiembre, 1977",América,1 - 1,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23162,Toluca,"sáb 3 de septiembre, 1977",Jalisco,0 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23163,Leones Negros,"sáb 3 de septiembre, 1977",Cruz Azul,3 - 4,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23164,Pumas,"sáb 3 de septiembre, 1977",Monterrey,0 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23165,Veracruz,"dom 4 de septiembre, 1977",Chivas,0 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23166,Curtidores,"dom 4 de septiembre, 1977",Puebla,0 - 2,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
23167,Santos Laguna,"dom 4 de septiembre, 1977",Tampico Madero,0 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Tamaulipas
23168,Atlas,"dom 4 de septiembre, 1977",Atlante,0 - 0,jornada-6,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23169,Atlante,"mié 7 de septiembre, 1977",Leones Negros,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23170,León,"sáb 10 de septiembre, 1977",Atlético Español,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23171,Cruz Azul,"sáb 10 de septiembre, 1977",Tigres,2 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23172,Tampico Madero,"sáb 10 de septiembre, 1977",Atlas,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23173,Monterrey,"dom 11 de septiembre, 1977",Toluca,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23174,Santos Laguna,"dom 11 de septiembre, 1977",Curtidores,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23175,Jalisco,"dom 11 de septiembre, 1977",Potosino,1 - 2,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23176,Chivas,"dom 11 de septiembre, 1977",Pumas,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23177,Estudiantes,"dom 11 de septiembre, 1977",Puebla,1 - 2,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
23178,América,"dom 11 de septiembre, 1977",Veracruz,0 - 0,jornada-7,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23179,Puebla,"mié 14 de septiembre, 1977",Jalisco,6 - 3,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23180,Curtidores,"sáb 17 de septiembre, 1977",Estudiantes,7 - 1,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23181,Tigres,"sáb 17 de septiembre, 1977",Atlante,0 - 2,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23182,Atlético Español,"sáb 17 de septiembre, 1977",Cruz Azul,0 - 0,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23183,Potosino,"sáb 17 de septiembre, 1977",Monterrey,4 - 0,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Tecnológico
23184,Veracruz,"dom 18 de septiembre, 1977",León,0 - 0,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23185,Leones Negros,"dom 18 de septiembre, 1977",Tampico Madero,0 - 0,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Tamaulipas
23186,Pumas,"dom 18 de septiembre, 1977",América,4 - 2,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23187,Toluca,"dom 18 de septiembre, 1977",Chivas,0 - 2,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23188,Atlas,"dom 18 de septiembre, 1977",Santos Laguna,0 - 0,jornada-8,temporada-1977-1978,regular,00:00  Hrs.,Estadio Moctezuma
23189,Jalisco,"mié 21 de septiembre, 1977",Estudiantes,4 - 0,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23190,León,"jue 22 de septiembre, 1977",Pumas,0 - 0,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23191,Atlas,"jue 22 de septiembre, 1977",Curtidores,0 - 0,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23192,Tampico Madero,"sáb 24 de septiembre, 1977",Tigres,0 - 1,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Universitario
23193,Santos Laguna,"sáb 24 de septiembre, 1977",Leones Negros,1 - 2,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23194,Monterrey,"dom 25 de septiembre, 1977",Puebla,1 - 0,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
23195,América,"dom 25 de septiembre, 1977",Toluca,1 - 1,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23196,Cruz Azul,"dom 25 de septiembre, 1977",Veracruz,0 - 0,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23197,Chivas,"mar 27 de septiembre, 1977",Potosino,3 - 2,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23198,Atlante,"mar 10 de enero, 1978",Atlético Español,1 - 1,jornada-9,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23199,Leones Negros,"mié 28 de septiembre, 1977",Atlas,0 - 2,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23200,Potosino,"jue 29 de septiembre, 1977",América,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23201,Cruz Azul,"sáb 1 de octubre, 1977",Pumas,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23202,Curtidores,"sáb 1 de octubre, 1977",Jalisco,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23203,Estudiantes,"sáb 1 de octubre, 1977",Monterrey,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Universitario
23204,Veracruz,"dom 2 de octubre, 1977",Atlante,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23205,Puebla,"dom 2 de octubre, 1977",Chivas,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23206,Tigres,"dom 2 de octubre, 1977",Santos Laguna,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Estadio Moctezuma
23207,Toluca,"dom 2 de octubre, 1977",León,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23208,Atlético Español,"dom 2 de octubre, 1977",Tampico Madero,0 - 0,jornada-10,temporada-1977-1978,regular,00:00  Hrs.,Tamaulipas
23209,Monterrey,"mié 26 de octubre, 1977",Jalisco,1 - 1,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23210,Santos Laguna,"jue 27 de octubre, 1977",Atlético Español,0 - 0,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23211,Atlas,"sáb 29 de octubre, 1977",Tigres,3 - 0,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Universitario
23212,Chivas,"sáb 29 de octubre, 1977",Estudiantes,1 - 1,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23213,Leones Negros,"dom 30 de octubre, 1977",Curtidores,1 - 2,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23214,América,"dom 30 de octubre, 1977",Puebla,0 - 1,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
23215,Tampico Madero,"dom 30 de octubre, 1977",Veracruz,1 - 1,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23216,Atlante,"dom 30 de octubre, 1977",Pumas,3 - 3,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23217,Cruz Azul,"dom 30 de octubre, 1977",Toluca,2 - 0,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23218,León,"dom 30 de octubre, 1977",Potosino,2 - 2,jornada-11,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23219,Tigres,"mié 2 de noviembre, 1977",Leones Negros,1 - 1,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23220,Estudiantes,"jue 3 de noviembre, 1977",América,0 - 4,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23221,Curtidores,"sáb 5 de noviembre, 1977",Monterrey,2 - 0,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23222,Potosino,"sáb 5 de noviembre, 1977",Cruz Azul,0 - 2,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23223,Atlético Español,"sáb 5 de noviembre, 1977",Atlas,1 - 3,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23224,Veracruz,"dom 6 de noviembre, 1977",Santos Laguna,0 - 0,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Estadio Moctezuma
23225,Jalisco,"dom 6 de noviembre, 1977",Chivas,2 - 4,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23226,Puebla,"dom 6 de noviembre, 1977",León,0 - 0,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23227,Pumas,"dom 6 de noviembre, 1977",Tampico Madero,1 - 1,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Tamaulipas
23228,Toluca,"dom 6 de noviembre, 1977",Atlante,0 - 3,jornada-12,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23229,León,"mié 9 de noviembre, 1977",Estudiantes,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Tres de Marzo
23230,Tigres,"jue 10 de noviembre, 1977",Curtidores,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Estadio León
23231,Santos Laguna,"jue 10 de noviembre, 1977",Pumas,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Ciudad Universitaria
23232,Chivas,"sáb 12 de noviembre, 1977",Monterrey,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Universitario
23233,América,"sáb 12 de noviembre, 1977",Jalisco,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Jalisco
23234,Atlante,"dom 13 de noviembre, 1977",Potosino,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Plan de San Luis
23235,Tampico Madero,"dom 13 de noviembre, 1977",Toluca,3 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Bombonera
23236,Atlas,"dom 13 de noviembre, 1977",Veracruz,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Luis Pirata Fuente
23237,Leones Negros,"dom 13 de noviembre, 1977",Atlético Español,0 - 2,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Azteca
23238,Cruz Azul,"dom 13 de noviembre, 1977",Puebla,0 - 0,jornada-13,temporada-1977-1978,regular,00:00  Hrs.,Cuauhtémoc
