,away_team,date,home_team,result,round,season,season_round,time,venue
22861,Cruz Azul,"jue 18 de enero, 1979",León,0 - 0,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22862,Zacatepec,"sáb 20 de enero, 1979",Tigres,0 - 0,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22863,Monterrey,"sáb 20 de enero, 1979",Jalisco,1 - 2,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22864,América,"sáb 20 de enero, 1979",Tampico Madero,3 - 2,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22865,Atlético Español,"dom 21 de enero, 1979",Toluca,4 - 0,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22866,Puebla,"dom 21 de enero, 1979",Toros Neza,0 - 0,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22867,Curtidores,"dom 21 de enero, 1979",Atlante,0 - 0,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22868,Veracruz,"dom 21 de enero, 1979",Chivas,0 - 0,jornada-20,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22869,Tampico Madero,"mié 24 de enero, 1979",Curtidores,1 - 2,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22870,Toros Neza,"jue 25 de enero, 1979",América,6 - 1,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22871,León,"vie 26 de enero, 1979",Potosino,1 - 0,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22872,Atlante,"sáb 27 de enero, 1979",Cruz Azul,0 - 0,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22873,Leones Negros,"sáb 27 de enero, 1979",Monterrey,4 - 1,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22874,Tigres,"sáb 27 de enero, 1979",Estudiantes,0 - 0,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22875,Toluca,"sáb 27 de enero, 1979",Puebla,2 - 0,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22876,Chivas,"dom 28 de enero, 1979",Zacatepec,4 - 1,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22877,Pumas,"dom 28 de enero, 1979",Veracruz,0 - 0,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22878,Jalisco,"dom 28 de enero, 1979",Atlético Español,1 - 1,jornada-21,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22879,Puebla,"mié 31 de enero, 1979",Jalisco,0 - 1,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22880,Veracruz,"jue 1 de febrero, 1979",León,4 - 0,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22881,Zacatepec,"jue 1 de febrero, 1979",Pumas,0 - 0,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
22882,Atlético Español,"sáb 3 de febrero, 1979",Leones Negros,0 - 0,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22883,Monterrey,"sáb 3 de febrero, 1979",Tigres,1 - 1,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22884,Curtidores,"sáb 3 de febrero, 1979",Cruz Azul,3 - 1,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22885,Potosino,"dom 4 de febrero, 1979",Atlante,4 - 1,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22886,Estudiantes,"dom 4 de febrero, 1979",Chivas,1 - 1,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22887,América,"dom 4 de febrero, 1979",Toluca,2 - 1,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22888,Tampico Madero,"dom 4 de febrero, 1979",Toros Neza,0 - 0,jornada-22,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22889,Toros Neza,"mié 7 de febrero, 1979",Curtidores,1 - 0,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22890,Cruz Azul,"vie 9 de febrero, 1979",Potosino,3 - 2,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22891,Pumas,"sáb 10 de febrero, 1979",Estudiantes,4 - 3,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22892,Jalisco,"sáb 10 de febrero, 1979",América,0 - 0,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22893,Chivas,"sáb 10 de febrero, 1979",Monterrey,3 - 1,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22894,Leones Negros,"dom 11 de febrero, 1979",Puebla,3 - 2,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22895,León,"dom 11 de febrero, 1979",Zacatepec,0 - 0,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22896,Atlante,"dom 11 de febrero, 1979",Veracruz,0 - 0,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22897,Tigres,"dom 11 de febrero, 1979",Atlético Español,3 - 3,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22898,Toluca,"dom 11 de febrero, 1979",Tampico Madero,0 - 1,jornada-23,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22899,Atlético Español,"jue 15 de febrero, 1979",Chivas,1 - 1,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22900,Zacatepec,"vie 16 de febrero, 1979",Atlante,0 - 0,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22901,Curtidores,"vie 16 de febrero, 1979",Potosino,1 - 0,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22902,Puebla,"sáb 17 de febrero, 1979",Tigres,1 - 1,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22903,América,"sáb 17 de febrero, 1979",Leones Negros,2 - 1,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22904,Veracruz,"sáb 17 de febrero, 1979",Cruz Azul,5 - 0,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22905,Tampico Madero,"dom 18 de febrero, 1979",Jalisco,2 - 2,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22906,Toros Neza,"dom 18 de febrero, 1979",Toluca,3 - 1,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22907,Monterrey,"dom 18 de febrero, 1979",Pumas,2 - 0,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
22908,Estudiantes,"dom 18 de febrero, 1979",León,2 - 0,jornada-24,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22909,Toluca,"mié 21 de febrero, 1979",Curtidores,1 - 0,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22910,Atlante,"sáb 24 de febrero, 1979",Estudiantes,0 - 0,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22911,León,"sáb 24 de febrero, 1979",Monterrey,0 - 1,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22912,Tigres,"sáb 24 de febrero, 1979",América,0 - 1,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22913,Chivas,"dom 25 de febrero, 1979",Puebla,1 - 1,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22914,Leones Negros,"dom 25 de febrero, 1979",Tampico Madero,2 - 1,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22915,Potosino,"dom 25 de febrero, 1979",Veracruz,2 - 1,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22916,Pumas,"dom 25 de febrero, 1979",Atlético Español,2 - 1,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22917,Cruz Azul,"dom 25 de febrero, 1979",Zacatepec,0 - 0,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22918,Jalisco,"dom 25 de febrero, 1979",Toros Neza,0 - 0,jornada-25,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22919,Toros Neza,"mié 28 de febrero, 1979",Leones Negros,0 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22920,Puebla,"jue 1 de marzo, 1979",Pumas,3 - 1,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
22921,Atlético Español,"jue 1 de marzo, 1979",León,0 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22922,Zacatepec,"vie 2 de marzo, 1979",Potosino,0 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22923,Estudiantes,"sáb 3 de marzo, 1979",Cruz Azul,0 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22924,Tampico Madero,"sáb 3 de marzo, 1979",Tigres,3 - 1,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22925,Toluca,"sáb 3 de marzo, 1979",Jalisco,1 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22926,Monterrey,"dom 4 de marzo, 1979",Atlante,0 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22927,Curtidores,"dom 4 de marzo, 1979",Veracruz,2 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22928,América,"dom 4 de marzo, 1979",Chivas,0 - 0,jornada-26,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22929,Jalisco,"mié 7 de marzo, 1979",Curtidores,3 - 2,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22930,Pumas,"vie 9 de marzo, 1979",América,0 - 3,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22931,Potosino,"sáb 10 de marzo, 1979",Estudiantes,0 - 0,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22932,Cruz Azul,"sáb 10 de marzo, 1979",Monterrey,1 - 1,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22933,Tigres,"dom 11 de marzo, 1979",Toros Neza,0 - 0,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22934,Atlante,"dom 11 de marzo, 1979",Atlético Español,3 - 2,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22935,Veracruz,"dom 11 de marzo, 1979",Zacatepec,0 - 0,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22936,Chivas,"dom 11 de marzo, 1979",Tampico Madero,1 - 0,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22937,León,"dom 11 de marzo, 1979",Puebla,0 - 0,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22938,Leones Negros,"dom 11 de marzo, 1979",Toluca,0 - 0,jornada-27,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22939,Toros Neza,"jue 15 de marzo, 1979",Chivas,2 - 1,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22940,Monterrey,"vie 16 de marzo, 1979",Potosino,2 - 1,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22941,Puebla,"vie 16 de marzo, 1979",Atlante,0 - 0,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22942,Atlético Español,"sáb 17 de marzo, 1979",Cruz Azul,3 - 0,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22943,Jalisco,"sáb 17 de marzo, 1979",Leones Negros,0 - 0,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22944,Toluca,"sáb 17 de marzo, 1979",Tigres,4 - 1,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22945,Estudiantes,"dom 18 de marzo, 1979",Veracruz,0 - 0,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22946,Tampico Madero,"dom 18 de marzo, 1979",Pumas,8 - 1,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
22947,Curtidores,"dom 18 de marzo, 1979",Zacatepec,0 - 0,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22948,América,"dom 18 de marzo, 1979",León,0 - 0,jornada-28,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22949,Zacatepec,"mié 21 de marzo, 1979",Estudiantes,0 - 0,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22950,Leones Negros,"jue 22 de marzo, 1979",Curtidores,3 - 0,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22951,Atlante,"sáb 24 de marzo, 1979",América,0 - 0,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22952,Tigres,"sáb 24 de marzo, 1979",Jalisco,0 - 1,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22953,Veracruz,"sáb 24 de marzo, 1979",Monterrey,5 - 0,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22954,Potosino,"dom 25 de marzo, 1979",Atlético Español,1 - 1,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22955,Pumas,"dom 25 de marzo, 1979",Toros Neza,1 - 2,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22956,Chivas,"dom 25 de marzo, 1979",Toluca,2 - 0,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22957,León,"dom 25 de marzo, 1979",Tampico Madero,7 - 1,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22958,Cruz Azul,"dom 25 de marzo, 1979",Puebla,0 - 0,jornada-29,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22959,Toluca,"jue 1 de marzo, 1979",Pumas,1 - 1,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
22960,Jalisco,"jue 29 de marzo, 1979",Chivas,1 - 1,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22961,Tampico Madero,"vie 30 de marzo, 1979",Atlante,0 - 0,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22962,Puebla,"vie 30 de marzo, 1979",Potosino,2 - 0,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22963,América,"sáb 31 de marzo, 1979",Cruz Azul,3 - 1,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22964,Leones Negros,"sáb 31 de marzo, 1979",Tigres,2 - 1,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22965,Curtidores,"sáb 31 de marzo, 1979",Estudiantes,3 - 1,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22966,Toros Neza,"dom 1 de abril, 1979",León,2 - 1,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22967,Atlético Español,"dom 1 de abril, 1979",Veracruz,1 - 3,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22968,Monterrey,"dom 1 de abril, 1979",Zacatepec,0 - 0,jornada-30,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22969,Tigres,"mié 5 de abril, 1978",Curtidores,2 - 2,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22970,Chivas,"mié 4 de abril, 1979",Leones Negros,2 - 2,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22971,Potosino,"sáb 7 de abril, 1979",América,0 - 0,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22972,Pumas,"sáb 7 de abril, 1979",Jalisco,3 - 2,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22973,Estudiantes,"sáb 7 de abril, 1979",Monterrey,0 - 0,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22974,Zacatepec,"dom 8 de abril, 1979",Atlético Español,0 - 0,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22975,Cruz Azul,"dom 8 de abril, 1979",Tampico Madero,0 - 4,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22976,León,"dom 8 de abril, 1979",Toluca,0 - 0,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22977,Veracruz,"dom 8 de abril, 1979",Puebla,5 - 1,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22978,Atlante,"dom 8 de abril, 1979",Toros Neza,0 - 0,jornada-31,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22979,Tigres,"jue 12 de abril, 1979",Chivas,2 - 0,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22980,Toluca,"vie 13 de abril, 1979",Atlante,0 - 0,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22981,Tampico Madero,"sáb 14 de abril, 1979",Potosino,1 - 0,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
22982,Toros Neza,"sáb 14 de abril, 1979",Cruz Azul,1 - 0,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22983,Curtidores,"sáb 14 de abril, 1979",Monterrey,1 - 1,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22984,Atlético Español,"sáb 14 de abril, 1979",Estudiantes,0 - 1,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
22985,Puebla,"dom 15 de abril, 1979",Zacatepec,0 - 0,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
22986,Jalisco,"dom 15 de abril, 1979",León,0 - 0,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
22987,Leones Negros,"dom 15 de abril, 1979",Pumas,4 - 2,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
22988,América,"dom 15 de abril, 1979",Veracruz,2 - 2,jornada-32,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
22989,Chivas,"jue 19 de abril, 1979",Curtidores,1 - 0,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
22990,León,"sáb 21 de abril, 1979",Leones Negros,0 - 1,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22991,Pumas,"sáb 21 de abril, 1979",Tigres,2 - 1,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Universitario
22992,Zacatepec,"sáb 21 de abril, 1979",América,0 - 0,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22993,Potosino,"dom 22 de abril, 1979",Toros Neza,2 - 0,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
22994,Veracruz,"dom 22 de abril, 1979",Tampico Madero,0 - 0,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
22995,Monterrey,"dom 22 de abril, 1979",Atlético Español,1 - 2,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Azteca
22996,Cruz Azul,"dom 22 de abril, 1979",Toluca,3 - 1,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
22997,Estudiantes,"dom 22 de abril, 1979",Puebla,1 - 1,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
22998,Atlante,"dom 22 de abril, 1979",Jalisco,0 - 0,jornada-33,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
22999,Curtidores,"jue 26 de abril, 1979",Atlético Español,5 - 4,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23000,Toluca,"vie 27 de abril, 1979",Potosino,2 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
23001,Leones Negros,"vie 27 de abril, 1979",Atlante,0 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23002,América,"sáb 28 de abril, 1979",Estudiantes,0 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
23003,Jalisco,"sáb 28 de abril, 1979",Cruz Azul,0 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23004,Puebla,"sáb 28 de abril, 1979",Monterrey,3 - 1,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Universitario
23005,Tampico Madero,"dom 29 de abril, 1979",Zacatepec,0 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
23006,Tigres,"dom 29 de abril, 1979",León,1 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
23007,Chivas,"dom 29 de abril, 1979",Pumas,4 - 2,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
23008,Toros Neza,"dom 29 de abril, 1979",Veracruz,1 - 0,jornada-34,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
23009,Potosino,"mié 2 de mayo, 1979",Jalisco,0 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
23010,Cruz Azul,"sáb 5 de mayo, 1979",Leones Negros,1 - 1,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
23011,Atlante,"sáb 5 de mayo, 1979",Tigres,0 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Universitario
23012,Monterrey,"sáb 5 de mayo, 1979",América,4 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23013,León,"dom 6 de mayo, 1979",Chivas,2 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
23014,Zacatepec,"dom 6 de mayo, 1979",Toros Neza,0 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
23015,Atlético Español,"dom 6 de mayo, 1979",Puebla,3 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
23016,Pumas,"dom 6 de mayo, 1979",Curtidores,2 - 1,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
23017,Veracruz,"dom 6 de mayo, 1979",Toluca,0 - 0,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
23018,Estudiantes,"dom 6 de mayo, 1979",Tampico Madero,3 - 1,jornada-35,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
23019,Pumas,"jue 10 de mayo, 1979",León,1 - 1,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
23020,América,"vie 11 de mayo, 1979",Atlético Español,1 - 0,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23021,Leones Negros,"vie 11 de mayo, 1979",Potosino,0 - 0,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
23022,Tampico Madero,"sáb 12 de mayo, 1979",Monterrey,1 - 0,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Universitario
23023,Toros Neza,"sáb 12 de mayo, 1979",Estudiantes,1 - 1,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
23024,Tigres,"sáb 12 de mayo, 1979",Cruz Azul,3 - 0,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23025,Jalisco,"dom 13 de mayo, 1979",Veracruz,3 - 1,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
23026,Curtidores,"dom 13 de mayo, 1979",Puebla,3 - 3,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
23027,Toluca,"dom 13 de mayo, 1979",Zacatepec,3 - 1,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
23028,Chivas,"dom 13 de mayo, 1979",Atlante,2 - 0,jornada-36,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23029,Veracruz,"jue 24 de mayo, 1979",Leones Negros,5 - 2,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
23030,Potosino,"sáb 26 de mayo, 1979",Tigres,3 - 5,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Universitario
23031,Puebla,"sáb 26 de mayo, 1979",América,0 - 0,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23032,Zacatepec,"sáb 26 de mayo, 1979",Jalisco,0 - 0,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
23033,Estudiantes,"dom 27 de mayo, 1979",Toluca,1 - 0,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Bombonera
23034,Atlante,"dom 27 de mayo, 1979",Pumas,0 - 0,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Ciudad Universitaria
23035,Monterrey,"dom 27 de mayo, 1979",Toros Neza,2 - 1,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Neza 86
23036,Atlético Español,"dom 27 de mayo, 1979",Tampico Madero,1 - 1,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Tamaulipas
23037,Cruz Azul,"dom 27 de mayo, 1979",Chivas,0 - 0,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Jalisco
23038,Curtidores,"dom 27 de mayo, 1979",León,3 - 2,jornada-37,temporada-1978-1979,regular,00:00  Hrs.,Estadio León
23039,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,La Martinica
23040,León,"vie 1 de junio, 1979",Atlante,0 - 0,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23041,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Plan de San Luis
23042,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23043,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Tres de Marzo
23044,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Universitario
23045,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Cuauhtémoc
23046,Tigres,"dom 3 de junio, 1979",Veracruz,1 - 1,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Luis Pirata Fuente
23047,Toros Neza,"dom 3 de junio, 1979",Atlético Español,4 - 1,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Azteca
23048,Leones Negros,"dom 3 de junio, 1979",Zacatepec,0 - 0,jornada-38,temporada-1978-1979,regular,00:00  Hrs.,Agustín Coruco Díaz
23049,América,"mié 30 de mayo, 1979",Curtidores,1 - 1,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,La Martinica
23050,León,"vie 1 de junio, 1979",Atlante,0 - 0,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Azteca
23051,Chivas,"vie 1 de junio, 1979",Potosino,4 - 0,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Plan de San Luis
23052,Pumas,"sáb 2 de junio, 1979",Cruz Azul,4 - 1,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Azteca
23053,Jalisco,"sáb 2 de junio, 1979",Estudiantes,4 - 0,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Tres de Marzo
23054,Toluca,"sáb 2 de junio, 1979",Monterrey,4 - 0,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Universitario
23055,Tampico Madero,"dom 3 de junio, 1979",Puebla,1 - 3,ida,temporada-1978-1979,cuartos-de-final,00:00  Hrs.,Cuauhtémoc
